Store ID,Name,Brand,Store Number,Phone Number,Ownership Type,Street Combined,Street 1,Street 2,Street 3,City,Country Subdivision,Country,Postal Code,Coordinates,Latitude,Longitude,Timezone,Current Timezone Offset,Olson Timezone
11101,Target Garners Ferry T-1923,Starbucks,76291-90865,803-647-0168,LS,"6090 Garners Ferry Rd, A",6090 Garners Ferry Rd,A,,Columbia,SC,US,292091399,"(33.9815635681152, -80.9684143066406)",33.98156357,-80.96841431,Eastern Standard Time,-300,GMT-05:00 America/New_York
11102,Oak Ridge Tpke & Main St,Starbucks,8883-93790,865-425-2915,CO,1305 Oakridge Turnpike,1305 Oakridge Turnpike,,,Oak Ridge,TN,US,378306408,"(36.0143394470215, -84.2552261352539)",36.01433945,-84.25522614,Eastern Standard Time,-300,GMT-05:00 America/New_York
11103,Target Cypress T-1894,Starbucks,76293-90360,2812568116,LS,25901 Hwy 290,25901 Hwy 290,,,Cypress,TX,US,774291099,"(29.9682903289795, -95.6938934326172)",29.96829033,-95.69389343,Central Standard Time,-360,GMT-06:00 America/Chicago
11104,Wilsonville,Starbucks,482-18220,503/582-9569,CO,"8269 SW Wilsonville Rd, Suites A-B, Wilsonville Town Center",8269 SW Wilsonville Rd,Suites A-B,Wilsonville Town Center,Wilsonville,OR,US,970707719,"(45.3044548034668, -122.763000488281)",45.3044548,-122.7630005,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11105,Lyons & Orchard Village,Starbucks,5789-18760,661-799-7898,CO,"24802-A Orchard Village Road, Orchard Village Plaza",24802-A Orchard Village Road,,Orchard Village Plaza,Santa Clarita,CA,US,913553091,"(34.3800964355469, -118.539840698242)",34.38009644,-118.5398407,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11106,3 Bellevue Cntr,Starbucks,3313-9258,(425) 646-9602,CO,601 108th Avenue NE,601 108th Avenue NE,,,Bellevue,WA,US,980044383,"(47.6159477233887, -122.196533203125)",47.61594772,-122.1965332,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11108,Ballinger Village,Starbucks,3316-4860,206/440-9305,CO,"20132 Ballinger Way NE, Ballinger Village Shopping Center",20132 Ballinger Way NE,,Ballinger Village Shopping Center,Shoreline,WA,US,981551117,"(47.7759857177734, -122.310356140137)",47.77598572,-122.3103561,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11109,"Pacific & Burchett, Glendale",Starbucks,5814-15013,818-291-1890,CO,469 Burchett Street,469 Burchett Street,,,Glendale,CA,US,912031357,"(34.1574630737305, -118.264381408691)",34.15746307,-118.2643814,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11111,Safeway - Denver #885,Starbucks,73165-21582,303-744-8531,LS,323 S Broadway,323 S Broadway,,,Denver,CO,US,802091511,"(39.7104263305664, -104.988540649414)",39.71042633,-104.9885406,Mountain Standard Time,-420,GMT-07:00 America/Denver
11112,19th & Mildred,Starbucks,3320-8246,253/565-0666,CO,"1816 S Mildred, Ste 6A, James Center",1816 S Mildred,Ste 6A,James Center,Tacoma,WA,US,984651635,"(47.2439575195313, -122.527473449707)",47.24395752,-122.5274734,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11116,Newport Ft. Thomas,Starbucks,2447-19539,859-441-5210,CO,1405 Grand Avenue,1405 Grand Avenue,,,Newport,KY,US,410712571,"(39.0800361633301, -84.4669952392578)",39.08003616,-84.46699524,Eastern Standard Time,-300,GMT-05:00 America/New_York
11117,Tesson Ferry,Starbucks,2441-19379,314-843-4965,CO,12460 Tesson Ferry Road,12460 Tesson Ferry Road,,,St. Louis,MO,US,631282702,"(38.5081901550293, -90.3753814697266)",38.50819016,-90.37538147,Central Standard Time,-360,GMT-06:00 America/Chicago
11119,South 76th & West Layton,Starbucks,2456-17197,414-817-1932,CO,"4741 South 76th Street, Kopp's Center",4741 South 76th Street,,Kopp's Center,Greenfield,WI,US,532204301,"(42.9584465026855, -88.0087051391602)",42.9584465,-88.00870514,Central Standard Time,-360,GMT-06:00 America/Chicago
11122,Davis & Stevenson - Vacaville,Starbucks,5690-3200,707-449-1215,CO,"505 Davis St, Ste D",505 Davis St,Ste D,,Vacaville,CA,US,956884636,"(38.3533477783203, -121.985992431641)",38.35334778,-121.9859924,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11123,Highway 65 & Galleria Blvd,Starbucks,5796-18359,916-784-7004,CO,"1228 Galleria Blvd., 100, Creekside Town Center",1228 Galleria Blvd.,100,Creekside Town Center,Roseville,CA,US,956781952,"(38.7735328674316, -121.263168334961)",38.77353287,-121.2631683,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11126,LBB - Lubbock Intl Airport,Starbucks,75755-95667,8067638278,LS,5401 N Martin Luther King Blvd,5401 N Martin Luther King Blvd,,,Lubbock,TX,US,794039714,"(33.6566009521484, -101.822380065918)",33.65660095,-101.8223801,Central Standard Time,-360,GMT-06:00 America/Chicago
11127,QFC-Seattle/Broadway Mkt #887,Starbucks,72908-95926,206-328-6920,LS,417 Broadway E,417 Broadway E,,,Seattle,WA,US,981025009,"(47.6222801208496, -122.321105957031)",47.62228012,-122.321106,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11128,Target Fairfield T-1946,Starbucks,76289-95454,513-714-0016,LS,3369 Princeton Rd,3369 Princeton Rd,,,Hamilton,OH,US,450115389,"(39.3893928527832, -84.5038833618164)",39.38939285,-84.50388336,Eastern Standard Time,-300,GMT-05:00 America/New_York
11129,"DFW - Term C, Gate C8 North Station",Starbucks,75741-96375,,LS,3301 S 22nd Ave,3301 S 22nd Ave,,,Dallas,TX,US,75261,"(32.8990745544434, -97.0364074707031)",32.89907455,-97.03640747,Central Standard Time,-360,GMT-06:00 America/Chicago
11130,Grand & Ogden - River West,Starbucks,9426-89861,312-850-1617,CO,520 N. Ogden Ave.,520 N. Ogden Ave.,,,Chicago,IL,US,606426421,"(41.891658782959, -87.6589508056641)",41.89165878,-87.65895081,Central Standard Time,-360,GMT-06:00 America/Chicago
11132,Oak Valley & Beaumont Ave,Starbucks,9387-96406,951-845-2120,CO,"1420 Beaumont Avenue, #A",1420 Beaumont Avenue,#A,,Beaumont,CA,US,922234755,"(33.9477500915527, -116.975959777832)",33.94775009,-116.9759598,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11133,Mendocino & Steele - Santa Rosa,Starbucks,2843-73243,707-576-7582,CO,"2240 Mendocino Avenue, C7, Mendocino Marketplace",2240 Mendocino Avenue,C7,Mendocino Marketplace,Santa Rosa,CA,US,954033163,"(38.4617958068848, -122.717376708984)",38.46179581,-122.7173767,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11135,War Memorial & Grand Prairie,Starbucks,3432-93756,309-691-0885,CO,7501 N. Grand Prairie Dr.,7501 N. Grand Prairie Dr.,,,Peoria,IL,US,616159326,"(40.7789764404297, -89.6763458251953)",40.77897644,-89.67634583,Central Standard Time,-360,GMT-06:00 America/Chicago
11137,Safeway-West Linn #1713,Starbucks,74135-26788,503-650-8954,LS,22000 Salamo Rd.,22000 Salamo Rd.,,,West Linn,OR,US,970687230,"(45.364387512207, -122.647933959961)",45.36438751,-122.647934,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11140,43rd & Madison,Starbucks,9244-9097,(212) 370-3510,CO,335 Madison Avenue,335 Madison Avenue,,,New York,NY,US,100174611,"(40.7536849975586, -73.9782485961914)",40.753685,-73.9782486,Eastern Standard Time,-300,GMT-05:00 America/New_York
11141,6th & Lincoln,Starbucks,6324-9153,303-831-4996,CO,"575 Lincoln St, Suite A, The Shops at 6th and Broadway",575 Lincoln St,Suite A,The Shops at 6th and Broadway,Denver,CO,US,802033469,"(39.7253952026367, -104.986465454102)",39.7253952,-104.9864655,Mountain Standard Time,-420,GMT-07:00 America/Denver
11142,Hacienda & 580,Starbucks,5571-1508,925-875-1990,CO,"4930 Dublin Blvd, Suite 500, Hacienda Crossings",4930 Dublin Blvd,Suite 500,Hacienda Crossings,Dublin,CA,US,945687588,"(37.7039985656738, -121.884872436523)",37.70399857,-121.8848724,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11143,Bayside-Miami,Starbucks,8323-3056,(305) 350-5772,CO,"401 Biscayne Blvd, #1270",401 Biscayne Blvd,#1270,,Miami,FL,US,331321924,"(25.777322769165, -80.1859970092773)",25.77732277,-80.18599701,Eastern Standard Time,-300,GMT-05:00 America/New_York
11144,Post Oak & 610 (Uptown Park),Starbucks,6325-5180,713/622-3858,CO,"1151-12  Uptown Park Blvd, Uptown Park",1151-12  Uptown Park Blvd,,Uptown Park,Houston,TX,US,770563231,"(29.7543621063232, -95.4572677612305)",29.75436211,-95.45726776,Central Standard Time,-360,GMT-06:00 America/Chicago
11145,Westerville,Starbucks,2376-4431,(614) 899-9339,CO,533 South State Street,533 South State Street,,,Westerville,OH,US,430812940,"(40.1119117736816, -82.927001953125)",40.11191177,-82.92700195,Eastern Standard Time,-300,GMT-05:00 America/New_York
11147,S. Sammish Way & 36th St,Starbucks,3290-8505,360-756-8535,CO,"222 36th Street, Sehome Village",222 36th Street,,Sehome Village,Bellingham,WA,US,982256540,"(48.7311668395996, -122.471084594727)",48.73116684,-122.4710846,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11148,Castro & High School,Starbucks,5663-1864,650-564-9255,CO,"750 Castro St, Park Place South",750 Castro St,,Park Place South,Mountain View,CA,US,940412015,"(37.3875045776367, -122.083061218262)",37.38750458,-122.0830612,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11149,Randall & Fargo,Starbucks,2380-7809,630-262-5380,CO,"1441 S. Randall Road, Suite A, Randall Square Shopping Center",1441 S. Randall Road,Suite A,Randall Square Shopping Center,Geneva,IL,US,601344625,"(41.8749847412109, -88.339714050293)",41.87498474,-88.33971405,Central Standard Time,-360,GMT-06:00 America/Chicago
11150,580 West Olive - Merced,Starbucks,5745-10135,209-384-3424,CO,580 West Olive,580 West Olive,,,Merced,CA,US,953483140,"(37.3189582824707, -120.477424621582)",37.31895828,-120.4774246,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11151,Canby,Starbucks,476-10258,503-266-5356,CO,"1385 SE 1st Ave, Suite 101",1385 SE 1st Ave,Suite 101,,Canby,OR,US,970136767,"(45.2674942016602, -122.677925109863)",45.2674942,-122.6779251,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11152,State & Liberty,Starbucks,2359-1328,(734) 623-8067,CO,222 S State,222 S State,,,Ann Arbor,MI,US,481042006,"(42.2794723510742, -83.7409744262695)",42.27947235,-83.74097443,Eastern Standard Time,-300,GMT-05:00 America/New_York
11153,Rockefeller Center Concourse,Starbucks,7443-3688,212-586-0914,CO,"30 Rockefeller Plaza, Space A",30 Rockefeller Plaza,Space A,,New York,NY,US,101120015,"(40.7587623596191, -73.9786605834961)",40.75876236,-73.97866058,Eastern Standard Time,-300,GMT-05:00 America/New_York
11154,McKinney & San Jacinto,Starbucks,6332-12249,713-654-9113,CO,"1200 McKinney, 4th Floor (Suite 476), The Park Shops",1200 McKinney,4th Floor (Suite 476),The Park Shops,Houston,TX,US,770102032,"(29.7554664611816, -95.363166809082)",29.75546646,-95.36316681,Central Standard Time,-360,GMT-06:00 America/Chicago
11155,Aurora,Starbucks,2400-10956,330-562-4080,CO,"125 Barrington Town Square Drive, Barrington Town Center",125 Barrington Town Square Drive,,Barrington Town Center,Aurora,OH,US,442026712,"(41.3186874389648, -81.3474807739258)",41.31868744,-81.34748077,Eastern Standard Time,-300,GMT-05:00 America/New_York
11157,114th & Broadway,Starbucks,7534-12700,212-932-0300,CO,2929 Broadway,2929 Broadway,,,New York,NY,US,100257819,"(40.8071098327637, -73.9649124145508)",40.80710983,-73.96491241,Eastern Standard Time,-300,GMT-05:00 America/New_York
11158,Vacaville,Starbucks,590-19740,707-447-9668,CO,"1031 Helen Power Drive, Suite 100",1031 Helen Power Drive,Suite 100,,Vacaville,CA,US,956873515,"(38.3644828796387, -121.962959289551)",38.36448288,-121.9629593,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11159,Campbell & Cowden,Starbucks,2860-85020,417-885-7069,CO,3628 S. Campbell Ave.,3628 S. Campbell Ave.,,,Springfield,MO,US,658075202,"(37.1478576660156, -93.2955627441406)",37.14785767,-93.29556274,Central Standard Time,-360,GMT-06:00 America/Chicago
11160,Sunshine & Campbell,Starbucks,8670-93775,417-864-4387,CO,433 W. Sunshine,433 W. Sunshine,,,Springfield,MO,US,658072433,"(37.182674407959, -93.2962951660156)",37.18267441,-93.29629517,Central Standard Time,-360,GMT-06:00 America/Chicago
11162,Dixie Hwy & Symmes,Starbucks,2790-89741,513-9392999,CO,5440 Dixie Hwy,5440 Dixie Hwy,,,Fairfield,OH,US,450147488,"(39.3351287841797, -84.5246200561523)",39.33512878,-84.52462006,Eastern Standard Time,-300,GMT-05:00 America/New_York
11164,Village of Garden City,Starbucks,7627-20460,516-741-8295,CO,184 7th St,184 7th St,,,Garden City,NY,US,115305725,"(40.7250518798828, -73.6344146728516)",40.72505188,-73.63441467,Eastern Standard Time,-300,GMT-05:00 America/New_York
11165,"Firestone & Garfield, Southgate",Starbucks,5834-22761,562-806-8009,CO,"8620 Garfield Ave, Ste 102",8620 Garfield Ave,Ste 102,,Southgate,CA,US,902803700,"(33.9521598815918, -118.163925170898)",33.95215988,-118.1639252,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11166,Westlake Center,Starbucks,3343-30035,206-652-0801,CO,400 Pine Street,400 Pine Street,,,Seattle,WA,US,981013625,"(47.6114501953125, -122.337478637695)",47.6114502,-122.3374786,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11169,"2191 Stringtown Road, Grove City",Starbucks,2453-19280,614-875-8690,CO,2191 Stringtown Road,2191 Stringtown Road,,,Grove City,OH,US,431232989,"(39.8784027099609, -83.0613250732422)",39.87840271,-83.06132507,Eastern Standard Time,-300,GMT-05:00 America/New_York
11171,Twelve Oaks Mall,Starbucks,2474-19519,248-305-7022,CO,27342-X Novi Road,27342-X Novi Road,,,Novi,MI,US,483773414,"(42.4918594360352, -83.4701919555664)",42.49185944,-83.47019196,Eastern Standard Time,-300,GMT-05:00 America/New_York
11172,Smokey Point,Starbucks,3305-9639,360-653-2133,CO,"3671 172nd st. NE, Suite 1",3671 172nd st. NE,Suite 1,,Arlington,WA,US,98223,"(48.1526947021484, -122.180534362793)",48.1526947,-122.1805344,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11173,South Mercer Island,Starbucks,3310-18667,206-275-1097,CO,"8415 SE 68th Street, Suite 100",8415 SE 68th Street,Suite 100,,Mercer Island,WA,US,980405248,"(47.5416297912598, -122.225776672363)",47.54162979,-122.2257767,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11174,Houghton Plaza,Starbucks,3333-26407,4258938661,CO,6733 108th Ave NE,6733 108th Ave NE,,,Kirkland,WA,US,980337056,"(47.6664161682129, -122.196784973145)",47.66641617,-122.196785,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11175,Foothill & Wheeler- La Verne,Starbucks,5779-16456,909-392-3335,CO,"1181 Foothill Boulevard, Gateway Pointe",1181 Foothill Boulevard,,Gateway Pointe,La Verne,CA,US,917503328,"(34.1191864013672, -117.781303405762)",34.1191864,-117.7813034,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11176,Lake & Nevada (Broadmoar),Starbucks,5802-4253,719-475-0466,CO,2130 Southgate Rd,2130 Southgate Rd,,,Colorado Springs,CO,US,809062683,"(38.8017349243164, -104.819007873535)",38.80173492,-104.8190079,Mountain Standard Time,-420,GMT-07:00 America/Denver
11178,377 & Bursey,Starbucks,6365-19060,817-427-2100,CO,"8004 Denton Hwy, Ste 210, Watauga Towne Crossing",8004 Denton Hwy,Ste 210,Watauga Towne Crossing,Watauga,TX,US,761482467,"(32.8897895812988, -97.2589263916016)",32.88978958,-97.25892639,Central Standard Time,-360,GMT-06:00 America/Chicago
11179,Shiloh & Arapaho,Starbucks,6379-26927,972-675-8853,CO,"2645 Arapaho, Ste 125",2645 Arapaho,Ste 125,,Garland,TX,US,750447942,"(32.9606246948242, -96.666145324707)",32.96062469,-96.66614532,Central Standard Time,-360,GMT-06:00 America/Chicago
11180,"Wilton, River Road",Starbucks,7580-11036,203-761-0408,CO,"21 River Road, Ste 100",21 River Road,Ste 100,,Wilton,CT,US,68974152,"(41.1903114318848, -73.4313125610352)",41.19031143,-73.43131256,Eastern Standard Time,-300,GMT-05:00 America/New_York
11183,Glenwood & Peace,Starbucks,8373-18706,919-754-9007,CO,609 W Peace St,609 W Peace St,,,Raleigh,NC,US,276051519,"(35.7884407043457, -78.6478729248047)",35.7884407,-78.64787292,Eastern Standard Time,-300,GMT-05:00 America/New_York
11185,Bluffton,Starbucks,8409-20539,843-815-9299,CO,1060 Fording Island Road,1060 Fording Island Road,,,Bluffton,SC,US,299108664,"(32.2543830871582, -80.8484268188477)",32.25438309,-80.84842682,Eastern Standard Time,-300,GMT-05:00 America/New_York
11186,41st and Louise,Starbucks,2869-88660,605-361-7600,CO,3601 West 41st Street,3601 West 41st Street,,,Sioux Falls,SD,US,571060708,"(43.5144538879395, -96.7698440551758)",43.51445389,-96.76984406,Central Standard Time,-360,GMT-06:00 America/Chicago
11187,"Baltimore & El Cajon, La Mesa",Starbucks,8905-94942,619-698-4921,CO,"5020 Baltimore Drive, #D",5020 Baltimore Drive,#D,,La Mesa,CA,US,919420695,"(32.7706985473633, -117.026237487793)",32.77069855,-117.0262375,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11188,Farm Fresh-Virginia Beach #197,Starbucks,72899-95393,757-721-3200,LS,1615 General Booth Rd,1615 General Booth Rd,,,Virginia Beach,VA,US,234545691,"(36.7850151062012, -76.0017547607422)",36.78501511,-76.00175476,Eastern Standard Time,-300,GMT-05:00 America/New_York
11189,"43rd Avenue & Thunderbird, Phoenix",Starbucks,9251-95286,602-298-1262,CO,4123 W. Thunderbird Road,4123 W. Thunderbird Road,,,Phoenix,AZ,US,850535341,"(33.6104774475098, -112.147506713867)",33.61047745,-112.1475067,US Mountain Standard Time,-420,GMT+000000 America/Phoenix
11192,Santa Fe Station Hotel and Casino,Starbucks,75516-43679,702-658-4900,LS,4949 N Rancho Rd,4949 N Rancho Rd,,,Las Vegas,NV,US,891303505,"(36.2500495910645, -115.244613647461)",36.25004959,-115.2446136,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11193,Lakeline & Cypress Creek,Starbucks,6441-51299,512-401-9985,CO,"1525 Cypress Creek Road, Suite A, Cypress Creek Vilage S.C.",1525 Cypress Creek Road,Suite A,Cypress Creek Vilage S.C.,Cedar Park,TX,US,786133604,"(30.4817066192627, -97.834098815918)",30.48170662,-97.83409882,Central Standard Time,-360,GMT-06:00 America/Chicago
11194,Mystic Marriott Hotel & Spa,Starbucks,72248-29336,860-446-2600,LS,625 North Road,625 North Road,,,Groton,CT,US,63403212,"(41.3649139404297, -72.0252304077148)",41.36491394,-72.02523041,Eastern Standard Time,-300,GMT-05:00 America/New_York
11196,49th & 8th,Starbucks,7670-36979,212 307 1421,CO,"825 Eighth Avenue, W-9",825 Eighth Avenue,W-9,,New York,NY,US,100197416,"(40.7619171142578, -73.9865951538086)",40.76191711,-73.98659515,Eastern Standard Time,-300,GMT-05:00 America/New_York
11197,Kirkwood Highway (DE),Starbucks,7591-12893,302-999-9220,CO,3926 Kirkwood Highway,3926 Kirkwood Highway,,,Wilmington,DE,US,198085110,"(39.7283248901367, -75.6484985351563)",39.72832489,-75.64849854,Eastern Standard Time,-300,GMT-05:00 America/New_York
11198,St. Thomas S/C,Starbucks,7694-31639,410-998-3840,CO,"9904 Reisterstown Road, St. Thomas Shopping Center",9904 Reisterstown Road,,St. Thomas Shopping Center,Owings Mills,MD,US,211173945,"(39.4101409912109, -76.76806640625)",39.41014099,-76.76806641,Eastern Standard Time,-300,GMT-05:00 America/New_York
11199,"Westlake, Detroit Road",Starbucks,2580-48760,440-899-7800,CO,"30327 Detroit Road, Promenade of Westlake",30327 Detroit Road,,Promenade of Westlake,Westlake,OH,US,441451950,"(41.4621810913086, -81.9562454223633)",41.46218109,-81.95624542,Eastern Standard Time,-300,GMT-05:00 America/New_York
11200,North Hills Plaza,Starbucks,8459-34859,919-571-0713,CO,"4421 Six Forks Road, 116, North Hills Plaza",4421 Six Forks Road,116,North Hills Plaza,Raleigh,NC,US,276095761,"(35.8398933410645, -78.6430053710938)",35.83989334,-78.64300537,Eastern Standard Time,-300,GMT-05:00 America/New_York
11203,24th & 6th,Starbucks,7587-18379,646-230-7208,CO,750 6th Avenue,750 6th Avenue,,,New York,NY,US,100102710,"(40.7435722351074, -73.9920272827148)",40.74357224,-73.99202728,Eastern Standard Time,-300,GMT-05:00 America/New_York
11205,Fred Meyer - Hillsboro #661,Starbucks,72708-33980,503-747-1100,LS,22075 NW Imbrie Dr.,22075 NW Imbrie Dr.,,,Hillsboro,OR,US,971247578,"(45.5514755249023, -122.902923583984)",45.55147552,-122.9029236,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11206,Sheraton City Centre,Starbucks,75503-26520,317-635-2000,LS,31 W. Ohio St.,31 W. Ohio St.,,,Indianapolis,IN,US,462041916,"(39.7696418762207, -86.1586608886719)",39.76964188,-86.15866089,US Eastern Standard Time,-300,GMT-05:00 America/Indianapolis
11207,Hyatt Regency Alburquerque,Starbucks,75502-38919,505-842-1234,LS,330 Tijeras NW,330 Tijeras NW,,,Albuquerque,NM,US,871023267,"(35.0863647460938, -106.650390625)",35.08636475,-106.6503906,Mountain Standard Time,-420,GMT-07:00 America/Denver
11208,MGM Grand,Starbucks,72222-28747,702-891-3355,LS,"3799 Las Vegas Blvd. South, MGM Grand Hotel & Casino",3799 Las Vegas Blvd. South,,MGM Grand Hotel & Casino,Las Vegas,NV,US,891094319,"(36.1023216247559, -115.168922424316)",36.10232162,-115.1689224,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11209,Myrtle & West - Eureka,Starbucks,5970-46659,707-445-2672,CO,"1117 Myrtle Avenue, A, Myrtle & West",1117 Myrtle Avenue,A,Myrtle & West,Eureka,CA,US,955011222,"(40.7992553710938, -124.147163391113)",40.79925537,-124.1471634,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11211,Promenade at Howard Hughes Center,Starbucks,5785-5892,310-645-5012,CO,"6081 Center Drive, 108",6081 Center Drive,108,,Los Angeles,CA,US,900451576,"(33.9778022766113, -118.391967773438)",33.97780228,-118.3919678,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11212,Hood College,Starbucks,7834-60479,301-620-4035,CO,"899 West 7th Street, College Park Plaza",899 West 7th Street,,College Park Plaza,Frederick,MD,US,217018520,"(39.4263191223145, -77.4162445068359)",39.42631912,-77.41624451,Eastern Standard Time,-300,GMT-05:00 America/New_York
11213,72nd & Dodge,Starbucks,2933-84780,402-391-3615,CO,"219 South 72nd Street, Crossroads Corner",219 South 72nd Street,,Crossroads Corner,Omaha,NE,US,681144603,"(41.2583503723145, -96.0234832763672)",41.25835037,-96.02348328,Central Standard Time,-360,GMT-06:00 America/Chicago
11215,Addison Court,Starbucks,8262-1068,561-999-9092,CO,"17940 N. Military Trail, Suite 600",17940 N. Military Trail,Suite 600,,Boca Raton,FL,US,334962411,"(26.4103775024414, -80.1212692260742)",26.4103775,-80.12126923,Eastern Standard Time,-300,GMT-05:00 America/New_York
11217,Warwick-Baldhill Rd.,Starbucks,7430-942,401-823-9645,CO,"25 Pace Blvd, Unit A",25 Pace Blvd,Unit A,,Warwick,RI,US,28864244,"(41.702953338623, -71.4966583251953)",41.70295334,-71.49665833,Eastern Standard Time,-300,GMT-05:00 America/New_York
11218,Burtonsville DC,Starbucks,7437-3071,(301) 476-7780,CO,15707 National Drive,15707 National Drive,,,Burtonsville,MD,US,208661030,"(39.1130981445313, -76.9311676025391)",39.11309814,-76.9311676,Eastern Standard Time,-300,GMT-05:00 America/New_York
11219,Central & Walnut,Starbucks,6599-39359,909-628-9475,CO,"12488 Central Avenue, Central Plaza Shopping Center",12488 Central Avenue,,Central Plaza Shopping Center,Chino,CA,US,917102625,"(34.0265121459961, -117.689674377441)",34.02651215,-117.6896744,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11222,Colfax & Kalamath,Starbucks,6822-82361,303-260-7030,CO,"1050 W Colfax Ave, Plaza Zocalo",1050 W Colfax Ave,,Plaza Zocalo,Denver,CO,US,802042072,"(39.7396545410156, -105.001098632813)",39.73965454,-105.0010986,Mountain Standard Time,-420,GMT-07:00 America/Denver
11223,Auburn Centre,Starbucks,7741-16494,508-721-9475,CO,434A Southbridge Street (Route 12),434A Southbridge Street (Route 12),,,Auburn,MA,US,15014423,"(42.2012901306152, -71.83984375)",42.20129013,-71.83984375,Eastern Standard Time,-300,GMT-05:00 America/New_York
11224,"Atlantic & Imperial, Lynwood",Starbucks,6580-65700,310-764-4969,CO,"10925 Atlantic Avenue, Imperial Atlantic Plaza",10925 Atlantic Avenue,,Imperial Atlantic Plaza,Lynwood,CA,US,902622310,"(33.9320182800293, -118.183349609375)",33.93201828,-118.1833496,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11225,Olympic Dr NW - Gig Harbor,Starbucks,3388-76041,253/853-7047,CO,"5001 Olympic Drive NW, Suite 103",5001 Olympic Drive NW,Suite 103,,Gig Harbor,WA,US,983351779,"(47.3044090270996, -122.579917907715)",47.30440903,-122.5799179,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11226,West College Avenue,Starbucks,7822-70881,814-235-4812,CO,232 West College Avenue,232 West College Avenue,,,State College,PA,US,168013844,"(40.7926750183105, -77.8635330200195)",40.79267502,-77.86353302,Eastern Standard Time,-300,GMT-05:00 America/New_York
11227,Plaza & Grove,Starbucks,6783-79043,619-472-5318,CO,"2230 E. Plaza Blvd., Grove Plaza",2230 E. Plaza Blvd.,,Grove Plaza,National City,CA,US,919505160,"(32.6781196594238, -117.08203125)",32.67811966,-117.0820313,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11228,Safeway-Alexandria #1283,Starbucks,74332-64239,703-780-9581,LS,8646 Richmond Hwy,8646 Richmond Hwy,,,Alexandria,VA,US,223094205,"(38.724422454834, -77.1210861206055)",38.72442245,-77.12108612,Eastern Standard Time,-300,GMT-05:00 America/New_York
11230,California & Dixon Landing,Starbucks,6758-78660,408-934-0447,CO,1545 California Circle,1545 California Circle,,,Milpitas,CA,US,950353023,"(37.4516143798828, -121.921493530273)",37.45161438,-121.9214935,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11231,Lionville,Starbucks,7830-77000,610-524-4260,CO,801 N. Pottstown Pike,801 N. Pottstown Pike,,,Lionville,PA,US,193411561,"(40.0563468933105, -75.6482315063477)",40.05634689,-75.64823151,Eastern Standard Time,-300,GMT-05:00 America/New_York
11233,Bernards-Riverwalk,Starbucks,7669-32160,908-626-1945,CO,655 Martinsville Road,655 Martinsville Road,,,Basking  Ridge,NJ,US,79202703,"(40.6524391174316, -74.5766220092773)",40.65243912,-74.57662201,Eastern Standard Time,-300,GMT-05:00 America/New_York
11234,Vons-Garden Grove #2041,Starbucks,74575-82501,714-889-9955,LS,11861 Valley View St,11861 Valley View St,,,Garden Grove,CA,US,928451236,"(33.7900314331055, -118.029243469238)",33.79003143,-118.0292435,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
